,location,size,total_sqft,bath,price
4010,Kaggadasapura,2,1110.0,2.0,53.0
4011,Kaggadasapura,2,1060.0,2.0,48.0
4013,Kaggadasapura,2,1063.0,2.0,42.0
4014,Kaggadasapura,3,1470.0,2.0,75.0
4016,Kaggadasapura,2,1050.0,2.0,48.0
4017,Kaggadasapura,2,1132.0,2.0,42.0
4018,Kaggadasapura,2,1100.0,2.0,58.0
4019,Kaggadasapura,2,1325.0,2.0,50.0
4020,Kaggadasapura,2,1200.0,2.0,53.0
4021,Kaggadasapura,2,1035.0,2.0,45.5
4022,Kaggadasapura,2,1180.0,1.0,50.0
4023,Kaggadasapura,2,1140.0,2.0,46.0
4024,Kaggadasapura,3,1340.0,3.0,66.0
4026,Kaggadasapura,3,1500.0,3.0,75.0
4027,Kaggadasapura,2,1215.0,2.0,43.0
4028,Kaggadasapura,2,1225.0,2.0,48.0
4030,Kaggadasapura,3,1540.0,3.0,75.0
4031,Kaggadasapura,2,1240.0,2.0,45.0
4032,Kaggadasapura,3,1560.0,2.0,72.0
4033,Kaggadasapura,2,1240.0,2.0,58.58
4034,Kaggadasapura,2,1000.0,2.0,43.0
4035,Kaggadasapura,2,1225.0,2.0,48.0
4036,Kaggadasapura,3,2500.0,5.0,120.0
4037,Kaggadasapura,2,960.0,2.0,45.0
4038,Kaggadasapura,2,775.0,2.0,29.5
4040,Kaggadasapura,3,1455.0,3.0,75.0
4041,Kaggadasapura,2,1045.0,2.0,55.0
4043,Kaggadasapura,3,1654.0,3.0,70.0
4045,Kaggadasapura,2,1106.0,2.0,40.0
4046,Kaggadasapura,3,1485.0,2.0,70.0
4047,Kaggadasapura,2,1175.0,2.0,50.0
4050,Kaggadasapura,2,1105.0,2.0,39.5
4051,Kaggadasapura,3,1500.0,2.0,75.0
4052,Kaggadasapura,3,1400.0,2.0,68.0
4053,Kaggadasapura,2,1150.0,2.0,45.0
4055,Kaggalipura,1,700.0,1.0,38.0
4057,Kaggalipura,1,700.0,1.0,36.0
4058,Kaggalipura,2,950.0,2.0,48.0
4059,Kaggalipura,2,1000.0,2.0,60.0
4060,Kaggalipura,2,950.0,2.0,50.0
4061,Kaggalipura,2,950.0,2.0,47.0
4062,Kaggalipura,3,1150.0,2.0,62.0
4063,Kaggalipura,1,700.0,1.0,35.0
4066,Kaggalipura,2,950.0,2.0,45.0
4067,Kaggalipura,2,950.0,2.0,60.0
4068,Kaikondrahalli,3,1645.0,3.0,100.0
4069,Kaikondrahalli,2,1115.0,2.0,50.0
4070,Kaikondrahalli,3,1220.0,3.0,56.0
4071,Kaikondrahalli,2,1300.0,2.0,61.0
4072,Kaikondrahalli,4,1700.0,4.0,108.0
4073,Kaikondrahalli,3,1342.0,3.0,92.0
4074,Kaikondrahalli,3,1605.0,3.0,105.0
4075,Kaikondrahalli,2,1253.0,2.0,81.5
4076,Kaikondrahalli,2,991.0,2.0,64.0
4077,Kaikondrahalli,2,1250.0,2.0,78.0
4078,Kaikondrahalli,6,3381.0,6.0,225.0
4079,Kalena Agrahara,2,1200.0,2.0,50.0
4080,Kalena Agrahara,3,1804.0,3.0,120.0
4081,Kalena Agrahara,3,1425.0,2.0,70.0
4082,Kalena Agrahara,2,1325.0,2.0,76.0
4083,Kalena Agrahara,3,1450.0,2.0,85.0
4084,Kalena Agrahara,2,980.0,2.0,40.0
4085,Kalena Agrahara,2,1187.0,2.0,52.0
4086,Kalena Agrahara,2,800.0,2.0,30.0
4087,Kalena Agrahara,3,1565.0,3.0,78.0
4088,Kalena Agrahara,1,610.0,1.0,39.0
4089,Kalena Agrahara,2,1040.0,2.0,45.0
4090,Kalena Agrahara,3,1450.0,3.0,100.0
4091,Kalena Agrahara,2,1200.0,2.0,45.0
4092,Kalena Agrahara,3,1902.0,3.0,89.0
4093,Kalena Agrahara,2,800.0,2.0,40.0
4094,Kalena Agrahara,2,1222.0,2.0,48.0
4095,Kalena Agrahara,2,900.0,2.0,40.0
4096,Kalena Agrahara,3,1837.0,2.0,95.0
4097,Kalena Agrahara,3,1510.0,3.0,78.0
4098,Kalena Agrahara,2,1354.0,2.0,70.0
4099,Kalena Agrahara,2,1200.0,3.0,70.0
4100,Kalena Agrahara,2,1354.0,2.0,71.0
4101,Kalyan nagar,3,1375.0,3.0,75.0
4102,Kalyan nagar,2,820.0,2.0,39.0
4103,Kalyan nagar,4,3800.0,5.0,300.0
4104,Kalyan nagar,3,1640.0,3.0,88.0
4106,Kalyan nagar,2,1080.0,2.0,73.0
4107,Kalyan nagar,4,2422.0,3.0,150.0
4108,Kalyan nagar,2,1280.0,2.0,48.0
4110,Kalyan nagar,2,1198.0,2.0,65.0
4111,Kalyan nagar,2,1250.0,2.0,65.0
4112,Kalyan nagar,2,1190.0,2.0,60.0
4113,Kalyan nagar,2,1086.0,2.0,44.5
4114,Kalyan nagar,3,2285.0,4.0,165.0
4115,Kalyan nagar,2,1100.0,2.0,70.0
4116,Kambipura,2,883.0,2.0,45.0
4117,Kambipura,3,1082.0,2.0,56.0
4118,Kambipura,2,883.0,2.0,45.0
4120,Kambipura,2,883.0,2.0,39.0
4121,Kambipura,2,883.0,2.0,45.0
4122,Kambipura,2,883.0,2.0,39.0
4123,Kambipura,3,1082.0,2.0,55.0
4125,Kambipura,2,883.0,2.0,37.0
4126,Kambipura,2,883.0,2.0,44.0
4127,Kambipura,2,883.0,2.0,37.0
4130,Kambipura,2,883.0,2.0,39.0
4131,Kambipura,2,883.0,2.0,37.01
4132,Kambipura,2,883.0,2.0,39.0
4133,Kambipura,2,883.0,2.0,45.0
4134,Kambipura,2,883.0,2.0,39.0
4135,Kambipura,3,1082.0,2.0,55.0
4136,Kammanahalli,5,1666.0,4.0,150.0
4137,Kammanahalli,1,700.0,1.0,59.0
4138,Kammanahalli,3,600.0,2.0,50.0
4139,Kammanahalli,2,1200.0,2.0,80.0
4140,Kammanahalli,2,1100.0,2.0,60.0
4141,Kammanahalli,2,1200.0,1.0,81.0
4142,Kammanahalli,4,2900.0,4.0,200.0
4143,Kammanahalli,4,1600.0,4.0,200.0
4144,Kammanahalli,2,1200.0,3.0,80.0
4145,Kammasandra,3,1595.0,3.0,65.0
4146,Kammasandra,2,810.0,2.0,24.5
4147,Kammasandra,1,657.5,1.0,18.41
4148,Kammasandra,2,674.0,2.0,29.0
4149,Kammasandra,3,912.0,2.0,39.0
4150,Kammasandra,2,1156.0,2.0,32.0
4151,Kammasandra,2,870.0,2.0,24.0
4152,Kammasandra,2,990.0,2.0,31.5
4154,Kammasandra,2,930.0,2.0,25.0
4155,Kammasandra,2,992.0,2.0,25.79
4156,Kammasandra,2,1030.0,1.0,25.75
4158,Kammasandra,2,1015.0,2.0,37.0
4160,Kammasandra,2,1080.0,2.0,31.99
4161,Kammasandra,2,1415.0,2.0,60.0
4162,Kammasandra,2,1057.0,2.0,35.0
4163,Kammasandra,2,982.0,2.0,25.53
4164,Kammasandra,3,1500.0,3.0,65.0
4165,Kammasandra,2,985.0,2.0,40.5
4166,Kammasandra,2,940.0,2.0,35.0
4168,Kammasandra,1,610.0,1.0,18.5
4169,Kanakapura,3,1419.0,3.0,75.0
4170,Kanakapura,1,711.0,1.0,36.0
4171,Kanakapura,1,711.0,1.0,38.0
4172,Kanakapura,2,929.0,2.0,46.0
4173,Kanakapura,1,551.0,1.0,30.0
4174,Kanakapura,2,1020.0,2.0,42.83
4175,Kanakapura,3,1699.0,3.0,97.0
4176,Kanakapura,2,1130.0,2.0,45.2
4177,Kanakapura,3,1476.0,3.0,75.0
4178,Kanakapura,2,1295.0,2.0,64.0
4179,Kanakapura,2,1160.0,2.0,46.39
4180,Kanakapura,2,1277.0,2.0,55.0
4181,Kanakapura,2,1151.0,2.0,59.0
4182,Kanakapura,2,945.0,2.0,47.0
4183,Kanakapura,3,1254.0,2.0,70.0
4184,Kanakapura,3,2200.0,3.0,121.0
4185,Kanakapura,2,1340.0,2.0,65.0
4187,Kanakapura,3,1450.0,3.0,75.0
4188,Kanakapura,2,1130.0,2.0,45.2
4189,Kanakapura,2,1283.0,2.0,68.0
4190,Kanakapura,4,2130.0,4.0,120.0
4192,Kanakapura,1,938.0,1.0,50.0
4193,Kanakapura,1,825.0,1.0,35.475
4194,Kanakapura,3,1489.0,2.0,70.0
4195,Kanakapura,3,1477.0,2.0,69.5
4196,Kanakpura Road,2,700.0,2.0,36.0
4198,Kanakpura Road,2,950.0,2.0,57.0
4201,Kanakpura Road,1,525.0,1.0,26.0
4203,Kanakpura Road,1,525.0,3.0,21.53
4206,Kanakpura Road,1,525.0,1.0,27.25
4208,Kanakpura Road,1,525.0,1.0,30.0
4210,Kanakpura Road,2,1339.0,2.0,75.0
4212,Kanakpura Road,1,525.0,1.0,26.0
4215,Kanakpura Road,2,1290.0,2.0,74.0
4221,Kanakpura Road,2,900.0,2.0,46.0
4224,Kanakpura Road,2,900.0,2.0,46.0
4225,Kanakpura Road,2,900.0,2.0,46.0
4226,Kanakpura Road,2,1495.0,2.0,90.0
4229,Kanakpura Road,3,1560.0,3.0,92.0
4230,Kanakpura Road,2,1135.0,2.0,58.0
4231,Kanakpura Road,4,3500.0,6.0,225.0
4234,Kanakpura Road,1,825.0,1.0,36.29
4235,Kanakpura Road,2,983.0,2.0,50.6
4241,Kanakpura Road,3,1500.0,3.0,97.0
4243,Kanakpura Road,2,1366.0,3.0,76.85
4245,Kanakpura Road,1,525.0,1.0,25.0
4247,Kanakpura Road,3,2265.0,3.0,136.0
4253,Kanakpura Road,3,2200.0,3.0,130.0
4254,Kanakpura Road,1,525.0,1.0,30.0
4256,Kanakpura Road,2,1051.0,2.0,56.74
4257,Kanakpura Road,1,525.0,1.0,30.0
4259,Kanakpura Road,2,1299.0,2.0,85.0
4263,Kanakpura Road,5,1080.0,6.0,65.0
4265,Kanakpura Road,2,700.0,2.0,40.0
4266,Kanakpura Road,1,458.0,1.0,19.695
4270,Kanakpura Road,4,2775.0,3.0,165.0
4272,Kanakpura Road,2,1290.0,2.0,80.0
4277,Kanakpura Road,3,1868.0,3.0,113.0
4279,Kanakpura Road,2,1366.0,2.0,83.0
4280,Kanakpura Road,2,700.0,2.0,40.0
4282,Kanakpura Road,2,1339.0,2.0,71.5
4284,Kanakpura Road,1,670.0,1.0,35.0
4291,Kanakpura Road,1,525.0,1.0,30.0
4294,Kanakpura Road,3,1498.0,3.0,95.0
4295,Kanakpura Road,1,525.0,3.0,27.0
4298,Kanakpura Road,1,712.0,1.0,38.44
4302,Kanakpura Road,3,1507.0,2.0,95.0
4306,Kanakpura Road,2,1339.0,2.0,85.0
4307,Kanakpura Road,3,1900.0,3.0,125.0
4308,Kanakpura Road,1,525.0,1.0,27.0
4309,Kanakpura Road,1,525.0,1.0,27.5
4311,Kanakpura Road,1,525.0,1.0,26.25
4313,Kanakpura Road,1,525.0,1.0,26.0
4314,Kanakpura Road,3,1050.0,2.0,59.0
4315,Kanakpura Road,3,1600.0,3.0,90.0
4316,Kanakpura Road,1,525.0,3.0,29.25
4318,Kanakpura Road,2,800.0,3.0,41.145
4328,Kanakpura Road,2,1240.0,2.0,65.0
4332,Kanakpura Road,2,700.0,2.0,41.0
4336,Kanakpura Road,2,700.0,1.0,41.0
4339,Kanakpura Road,2,1140.0,2.0,65.0
4341,Kanakpura Road,2,700.0,2.0,40.0
4344,Kanakpura Road,1,525.0,1.0,26.01
4348,Kanakpura Road,2,1322.0,2.0,70.0
4349,Kanakpura Road,2,1698.0,2.0,105.0
4353,Kanakpura Road,2,1167.0,2.0,63.0
4362,Kanakpura Road,2,1430.0,2.0,78.0
4363,Kanakpura Road,2,700.0,2.0,36.0
4366,Kanakpura Road,1,525.0,3.0,27.0
4375,Kanakpura Road,2,1200.0,2.0,62.0
4380,Kanakpura Road,2,900.0,2.0,46.29
4381,Kanakpura Road,1,850.0,1.0,37.32
4383,Kanakpura Road,1,525.0,1.0,30.0
4386,Kanakpura Road,1,525.0,1.0,26.0
4390,Kanakpura Road,2,700.0,2.0,36.0
4391,Kanakpura Road,3,1622.0,3.0,95.0
4396,Kannamangala,2,957.0,2.0,58.0
4397,Kannamangala,2,957.0,2.0,56.0
4398,Kannamangala,4,3000.0,4.0,200.0
4399,Kannamangala,3,1536.0,3.0,89.0
4400,Kannamangala,4,2400.0,4.0,130.0
4401,Kannamangala,3,1574.0,3.0,93.34
4402,Kannamangala,2,957.0,2.0,52.5
4403,Kannamangala,3,1536.0,3.0,104.0
4404,Kannamangala,2,957.0,2.0,54.5
4405,Kannamangala,4,2422.0,4.0,135.0
4406,Kannamangala,2,957.0,2.0,55.0
4407,Kannamangala,2,957.0,2.0,56.0
4408,Karuna Nagar,3,2500.0,3.0,180.0
4409,Karuna Nagar,3,2500.0,3.0,190.0
4410,Karuna Nagar,3,1962.0,3.0,175.0
4411,Karuna Nagar,2,1057.0,2.0,65.0
4412,Karuna Nagar,3,1354.0,2.0,98.0
4413,Karuna Nagar,3,1945.0,3.0,115.0
4414,Karuna Nagar,3,1960.0,3.0,165.0
4415,Kasavanhalli,2,1060.0,2.0,58.06
4416,Kasavanhalli,3,1563.05,3.0,105.0
4417,Kasavanhalli,3,1717.0,3.0,99.0
4419,Kasavanhalli,4,3260.0,4.0,240.0
4420,Kasavanhalli,2,1349.0,2.0,78.0
4421,Kasavanhalli,2,1121.0,2.0,78.0
4422,Kasavanhalli,2,1100.0,2.0,50.0
4424,Kasavanhalli,2,1200.0,2.0,78.0
4427,Kasavanhalli,3,1476.0,3.0,89.0
4429,Kasavanhalli,2,1200.0,2.0,50.0
4430,Kasavanhalli,3,1719.0,3.0,116.0
4431,Kasavanhalli,2,1115.0,2.0,50.0
4432,Kasavanhalli,2,1125.0,2.0,61.2
4433,Kasavanhalli,3,2170.0,3.0,151.0
4436,Kasavanhalli,3,1476.0,3.0,95.0
4437,Kasavanhalli,2,1200.0,2.0,50.3
4439,Kasavanhalli,3,1787.0,3.0,123.0
4440,Kasavanhalli,2,1090.0,2.0,59.8
4441,Kasavanhalli,3,1691.0,3.0,104.0
4443,Kasavanhalli,3,2111.0,4.0,120.0
4445,Kasavanhalli,2,950.0,2.0,39.0
4450,Kasavanhalli,1,770.0,1.0,43.82
4451,Kasavanhalli,2,1147.0,2.0,60.0
4452,Kasavanhalli,2,1375.0,2.0,72.0
4454,Kasavanhalli,2,1200.0,2.0,60.0
4455,Kasavanhalli,4,4260.0,4.0,333.0
4456,Kasavanhalli,2,1495.0,2.0,83.0
4457,Kasavanhalli,3,5000.0,3.0,400.0
4458,Kasavanhalli,4,4000.0,4.0,325.0
4459,Kasavanhalli,3,1225.0,2.0,69.0
4460,Kasavanhalli,3,1917.0,3.0,132.0
4461,Kasavanhalli,2,1375.0,2.0,78.0
4462,Kasavanhalli,4,4408.0,4.0,344.0
4463,Kasavanhalli,2,1309.0,2.0,95.0
4464,Kasavanhalli,3,1476.0,3.0,105.0
4465,Kasavanhalli,2,1158.0,2.0,67.0
4466,Kasavanhalli,2,1214.0,2.0,67.0
4467,Kasavanhalli,3,2110.0,4.0,120.0
4468,Kasavanhalli,2,1495.0,2.0,110.0
4469,Kasavanhalli,2,1575.0,2.0,85.0
4470,Kasavanhalli,2,1069.0,2.0,55.0
4471,Kasavanhalli,2,1100.0,2.0,68.0
4472,Kasavanhalli,3,1715.0,3.0,112.0
4473,Kasavanhalli,2,1100.0,2.0,65.0
4474,Kasavanhalli,2,1230.0,2.0,66.25
4475,Kasavanhalli,3,1819.0,3.0,150.0
4478,Kasavanhalli,2,1585.0,2.0,90.0
4479,Kasavanhalli,2,1245.0,2.0,80.0
4480,Kasavanhalli,3,2035.0,3.0,142.0
4481,Kasavanhalli,3,1747.0,3.0,110.0
4482,Kasavanhalli,2,1377.0,2.0,80.0
4483,Kasavanhalli,2,1181.0,2.0,61.0
4484,Kasavanhalli,2,1121.0,2.0,75.0
4485,Kasturi Nagar,3,1925.0,3.0,125.0
4486,Kasturi Nagar,2,1567.0,2.0,92.0
4489,Kasturi Nagar,2,1080.0,2.0,80.0
4490,Kasturi Nagar,2,1101.0,2.0,65.0
4492,Kasturi Nagar,4,1896.0,3.0,125.0
4493,Kasturi Nagar,2,1100.0,2.0,58.0
4494,Kasturi Nagar,3,1570.0,3.0,110.0
4495,Kasturi Nagar,2,1000.0,2.0,58.0
4496,Kasturi Nagar,2,1101.0,2.0,66.0
4497,Kasturi Nagar,4,2507.0,4.0,155.0
4498,Kathriguppe,3,1400.0,2.0,77.0
4499,Kathriguppe,3,1250.0,2.0,68.75
4500,Kathriguppe,3,1245.0,2.0,68.48
4501,Kathriguppe,3,1350.0,2.0,87.01
4502,Kathriguppe,3,1350.0,2.0,80.99
4503,Kathriguppe,3,1365.0,2.0,75.08
4504,Kathriguppe,3,1300.0,3.0,77.99
4505,Kathriguppe,3,1350.0,2.0,80.99
4506,Kathriguppe,3,1390.0,2.0,76.45
4507,Kathriguppe,3,1350.0,3.0,78.3
4508,Kathriguppe,3,1250.0,2.0,68.75
4509,Kathriguppe,3,1300.0,3.0,77.99
4510,Kathriguppe,3,1335.0,2.0,73.43
4511,Kathriguppe,3,1300.0,3.0,77.99
4512,Kathriguppe,3,1300.0,3.0,77.99
4513,Kathriguppe,3,1335.0,2.0,73.43
4514,Kathriguppe,3,1350.0,3.0,80.99
4515,Kathriguppe,2,1250.0,2.0,68.75
4516,Kathriguppe,3,1350.0,3.0,80.99
4517,Kaval Byrasandra,2,460.0,1.0,22.0
4518,Kaval Byrasandra,2,1200.0,2.0,52.0
4519,Kaval Byrasandra,2,1020.0,2.0,52.0
4520,Kaval Byrasandra,2,1200.0,2.0,49.5
4521,Kaval Byrasandra,2,945.0,2.0,50.0
4522,Kaval Byrasandra,2,1060.0,2.0,45.0
4523,Kaval Byrasandra,2,1100.0,2.0,46.0
4524,Kaval Byrasandra,2,1185.0,2.0,49.0
4525,Kaval Byrasandra,2,997.0,2.0,53.0
4526,Kaval Byrasandra,2,1060.0,2.0,42.0
4527,Kaval Byrasandra,1,480.0,1.0,25.0
4528,Kaval Byrasandra,2,1125.0,2.0,41.5
4529,Kaval Byrasandra,2,1180.0,2.0,60.0
4530,Kaval Byrasandra,3,1450.0,3.0,75.0
4531,Kaval Byrasandra,2,1066.0,2.0,55.0
4532,Kaval Byrasandra,2,1025.0,2.0,60.0
4533,Kaval Byrasandra,3,1400.0,3.0,75.0
4534,Kenchenahalli,2,1015.0,2.0,58.0
4535,Kenchenahalli,1,715.0,1.0,45.0
4536,Kenchenahalli,2,1150.0,2.0,58.0
4537,Kenchenahalli,3,1280.0,2.0,69.0
4539,Kenchenahalli,2,870.0,1.0,45.0
4540,Kenchenahalli,2,1150.0,2.0,60.0
4541,Kenchenahalli,1,700.0,1.0,35.0
4542,Kenchenahalli,2,1060.0,2.0,52.0
4543,Kenchenahalli,2,1150.0,2.0,57.0
4544,Kenchenahalli,3,1720.0,3.0,100.0
4545,Kenchenahalli,2,1015.0,2.0,60.0
4547,Kengeri,2,750.0,2.0,38.0
4549,Kengeri,1,340.0,1.0,10.0
4551,Kengeri,5,8000.0,5.0,500.0
4552,Kengeri,2,1200.0,2.0,58.0
4556,Kengeri,2,1025.0,2.0,57.0
4562,Kengeri,2,750.0,2.0,36.0
4565,Kengeri,2,726.0,2.0,35.0
4567,Kengeri,1,416.0,1.0,19.5
4568,Kengeri,2,900.0,2.0,45.0
4571,Kengeri,1,502.0,1.0,25.0
4573,Kengeri,3,1200.0,3.0,67.0
4575,Kengeri,1,500.0,1.0,17.0
4576,Kengeri,1,540.0,1.0,22.5
4577,Kengeri,2,750.0,2.0,35.5
4580,Kengeri,2,1200.0,2.0,58.0
4581,Kengeri,1,400.0,2.0,25.0
4584,Kengeri,2,750.0,2.0,36.5
4585,Kengeri,4,2540.0,4.0,160.0
4587,Kengeri,1,416.0,1.0,18.0
4589,Kengeri,2,883.0,2.0,49.0
4590,Kengeri,2,1052.0,2.0,51.0
4592,Kengeri,2,1220.0,2.0,63.0
4593,Kengeri,1,1150.0,1.0,52.0
4594,Kengeri,2,1192.0,2.0,53.5
4596,Kengeri,2,750.0,2.0,40.0
4597,Kengeri,1,600.0,1.0,35.0
4599,Kengeri,2,1035.0,2.0,51.5
4600,Kengeri,8,3000.0,5.0,130.0
4601,Kengeri,1,410.0,1.0,15.0
4602,Kengeri,1,400.0,1.0,25.0
4603,Kengeri,1,416.0,1.0,17.19
4606,Kengeri,5,2500.0,4.0,100.0
4607,Kengeri,1,550.0,1.0,16.75
4608,Kengeri Satellite Town,2,890.0,2.0,35.0
4609,Kengeri Satellite Town,2,883.0,2.0,45.0
4610,Kengeri Satellite Town,3,1415.0,2.0,66.0
4611,Kengeri Satellite Town,1,930.0,1.0,30.0
4612,Kengeri Satellite Town,3,1635.0,2.0,78.0
4613,Kengeri Satellite Town,2,1050.0,2.0,43.0
4614,Kengeri Satellite Town,2,1007.0,2.0,42.0
4615,Kengeri Satellite Town,2,1043.0,2.0,65.0
4616,Kengeri Satellite Town,2,635.0,1.0,22.0
4617,Kengeri Satellite Town,2,818.0,2.0,26.0
4618,Kengeri Satellite Town,2,1030.0,2.0,50.0
4619,Kengeri Satellite Town,2,1200.0,2.0,65.0
4620,Kengeri Satellite Town,2,795.0,2.0,32.0
4621,Kengeri Satellite Town,2,560.0,2.0,16.6
4622,Kengeri Satellite Town,2,1302.5,2.0,44.285
4623,Kengeri Satellite Town,2,800.0,2.0,40.0
4624,Kengeri Satellite Town,1,654.0,1.0,22.0
4625,Kengeri Satellite Town,2,1060.0,2.0,42.0
4626,Kengeri Satellite Town,2,750.0,2.0,33.0
4627,Kengeri Satellite Town,2,920.0,2.0,39.0
4628,Kengeri Satellite Town,2,985.0,2.0,42.0
4629,Kengeri Satellite Town,2,2480.0,2.0,160.0
4630,Kengeri Satellite Town,1,410.0,1.0,15.0
4631,Kengeri Satellite Town,2,1120.0,2.0,49.0
4633,Kengeri Satellite Town,5,1200.0,5.0,70.0
4634,Kengeri Satellite Town,4,936.0,2.0,60.84
4635,Kengeri Satellite Town,2,1110.0,2.0,43.0
4636,Kengeri Satellite Town,2,1170.0,2.0,50.0
4637,Kengeri Satellite Town,2,777.4,2.0,25.0
4638,Kengeri Satellite Town,2,1025.0,2.0,28.57
4640,Kengeri Satellite Town,2,800.0,2.0,32.0
4641,Kereguddadahalli,2,950.0,2.0,32.0
4642,Kereguddadahalli,3,1400.0,2.0,48.0
4643,Kereguddadahalli,2,800.0,2.0,28.0
4644,Kereguddadahalli,2,904.0,2.0,30.0
4646,Kereguddadahalli,2,1000.0,2.0,30.0
4647,Kereguddadahalli,3,1240.0,3.0,41.0
4648,Kereguddadahalli,1,600.0,1.0,19.5
4649,Kereguddadahalli,2,1080.0,2.0,32.0
4650,Kereguddadahalli,2,1000.0,2.0,34.0
4653,Kereguddadahalli,2,1015.0,2.0,35.0
4654,Kodichikkanahalli,3,1190.0,2.0,57.0
4655,Kodichikkanahalli,2,995.0,2.0,41.0
4656,Kodichikkanahalli,1,650.0,1.0,38.0
4657,Kodichikkanahalli,5,2700.0,7.0,125.0
4658,Kodichikkanahalli,3,1495.0,2.0,75.0
4659,Kodichikkanahalli,4,3250.0,4.0,180.0
4660,Kodichikkanahalli,2,1125.0,2.0,52.0
4661,Kodichikkanahalli,2,1150.0,2.0,48.0
4662,Kodichikkanahalli,2,1070.0,2.0,43.0
4663,Kodichikkanahalli,3,1620.0,2.0,85.0
4665,Kodichikkanahalli,2,1025.0,2.0,66.0
4666,Kodichikkanahalli,2,1026.0,2.0,45.0
4667,Kodichikkanahalli,5,2500.0,7.0,125.0
4668,Kodichikkanahalli,1,450.0,1.0,18.0
4669,Kodichikkanahalli,2,907.0,2.0,38.5
4670,Kodichikkanahalli,2,1181.0,2.0,57.0
4671,Kodichikkanahalli,2,900.0,2.0,42.0
4673,Kodichikkanahalli,2,1680.0,2.0,59.0
4674,Kodichikkanahalli,3,1400.0,3.0,66.0
4675,Kodichikkanahalli,2,976.0,2.0,50.0
4676,Kodichikkanahalli,5,2700.0,4.0,125.0
4677,Kodichikkanahalli,2,1299.0,2.0,58.0
4678,Kodichikkanahalli,2,900.0,2.0,35.0
4679,Kodigehaali,2,1166.0,2.0,55.0
4680,Kodigehaali,3,1320.0,3.0,65.0
4681,Kodigehaali,2,1117.0,2.0,56.0
4682,Kodigehaali,2,1200.0,2.0,55.0
4683,Kodigehaali,2,1200.0,2.0,60.0
4684,Kodigehaali,3,2120.0,3.0,177.0
4685,Kodigehaali,2,1013.0,2.0,51.0
4686,Kodigehaali,3,1324.0,3.0,65.0
4687,Kodigehaali,2,965.0,2.0,38.0
4688,Kodigehaali,2,866.0,2.0,32.0
4689,Kodigehaali,3,1442.0,3.0,80.0
4690,Kodigehalli,2,1270.0,2.0,98.0
4691,Kodigehalli,2,1200.0,2.0,48.0
4692,Kodigehalli,1,655.0,1.0,53.0
4693,Kodigehalli,3,1820.0,3.0,150.0
4694,Kodigehalli,2,500.0,1.0,55.0
4695,Kodigehalli,2,635.0,1.0,28.0
4696,Kodigehalli,3,1200.0,4.0,156.0
4697,Kodihalli,4,3252.0,5.0,335.0
4698,Kodihalli,3,2700.0,4.0,270.0
4699,Kodihalli,3,2392.0,4.0,260.0
4700,Kodihalli,3,2408.0,4.0,260.0
4701,Kodihalli,3,2500.0,4.0,260.0
4702,Kodihalli,3,1620.0,3.0,130.0
4703,Kodihalli,4,3260.0,5.0,388.0
4704,Kodihalli,4,3197.0,5.0,335.0
4705,Kodihalli,2,1490.0,2.0,150.0
4706,Kogilu,3,1909.0,3.0,88.0
4708,Kogilu,2,1170.0,2.0,51.99
4709,Kogilu,2,650.0,2.0,28.0
4710,Kogilu,2,1140.0,2.0,50.66
4711,Kogilu,2,1200.0,2.0,53.33
4712,Kogilu,3,1934.0,3.0,150.0
4713,Kogilu,1,540.0,1.0,36.0
4714,Kogilu,3,1559.0,3.0,127.0
4715,Kogilu,2,1190.0,2.0,50.66
4716,Kogilu,2,1140.0,2.0,50.66
4717,Kogilu,3,1559.0,3.0,120.0
4718,Kogilu,1,700.0,1.0,30.84
4719,Kogilu,2,1250.0,2.0,55.55
4720,Kogilu,2,1200.0,2.0,53.33
4721,Kogilu,2,952.0,2.0,49.0
4722,Kogilu,1,700.0,1.0,30.84
4723,Kogilu,2,1250.0,2.0,55.55
4724,Kogilu,7,2456.0,7.0,85.0
4725,Kogilu,2,1140.0,2.0,50.66
4726,Kogilu,2,1140.0,2.0,50.66
4727,Konanakunte,3,2791.0,3.0,223.0
4728,Konanakunte,2,884.0,1.0,58.0
4729,Konanakunte,4,1200.0,4.0,125.0
4730,Konanakunte,4,1200.0,2.0,130.0
4731,Konanakunte,3,2400.0,2.0,180.0
4732,Konanakunte,4,3746.0,6.0,375.0
4733,Konanakunte,3,1423.0,2.0,85.0
4734,Koramangala,2,1320.0,2.0,165.0
4735,Koramangala,2,1253.0,2.0,102.0
4736,Koramangala,3,1580.0,3.0,160.0
4738,Koramangala,4,3500.0,5.0,425.0
4739,Koramangala,2,1005.0,1.0,110.0
4740,Koramangala,3,2292.0,4.0,275.0
4742,Koramangala,2,1290.0,2.0,100.0
4743,Koramangala,2,1300.0,2.0,110.0
4745,Koramangala,2,1325.0,2.0,119.0
4746,Koramangala,2,1140.0,2.0,75.2
4747,Koramangala,2,1260.0,2.0,100.0
4748,Koramangala,3,1975.0,3.0,210.0
4749,Koramangala,2,1900.0,2.0,200.0
4751,Koramangala,3,2292.0,3.0,286.0
4752,Koramangala,3,2300.0,3.0,290.0
4755,Koramangala,4,2503.0,6.0,325.0
4757,Koramangala,2,1320.0,2.0,150.0
4758,Koramangala,2,1320.0,2.0,110.0
4759,Koramangala,4,5985.0,4.0,775.0
4760,Koramangala,4,2461.0,6.0,353.0
4762,Koramangala,3,2246.0,3.0,300.0
